identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
uBzF4TZ7-FqFvfdo-TLsuw|Great Wall Chinese Restaurant,1.0,1.0,0.0,0.0,0.0,,,,2.0
MGL2OqH6e9d4sugW1K0Y6w|Northstar Cafe,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0
itxPK6fkVrbLC17g3_T0VA|China Wok,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
G83WoxmXuoAGCd8OVMKCvA|El Ranchito,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
IHqP7NcjqVVIR6vQjuOiXw|Zen Cha Tea Salon,,,0.0,,,,,,
y7qnLzYPryBC9LT31mhhcA|Burger King,1.0,1.0,0.0,0.0,0.0,,,,
glUlcuOeYV53Xw83U-uZkA|Niko's Street Eats,,,,,,,0.0,0.0,
lAVGlxdAK_qlD6_bx0lK_Q|Firefly Play Cafe,1.0,,0.0,,,,,,
Cg40ta0c3ImZRk0A5lOqhw|Piada Italian Street Food,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0
MqyYGXU_roKUfCHad-XKww|Waffle House,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,
5e8b1ysI8E-l1h_FdEkeag|Bake Me Happy,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WL1oSw3q7WaXnXIKh4-U1g|Pistacia Vera,,,1.0,,,,,,
7E852OC_kwf6YKROlslyJQ|Hot Head Burritos,,,,,0.0,,,,0.0
50U7l2mAfFQDAR18ff7djg|Casa Di Pizza,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0
8H10MCbXb42qqvLNJParbA|Waffle House,1.0,0.0,0.0,0.0,0.0,,,,
u-dEQ8hOOcWBdKqaSGLJAg|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,0.0
vy0TEyfkwNAFU2Z6BMveiA|McDonald's,1.0,0.0,0.0,0.0,0.0,,,,0.0
r2y5n0wpM0Bfli7c1-cEqQ|Third Base Pint House,1.0,,,,,,,,
dSeUh49lbaFxw6zqQR5t0A|Jimmy John's,,,,0.0,,,,,
bQ2b2hWchZFZ5OVUUJ6HUw|Taqueria Guadalajara,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0
u1xAdiR_ND55Yg0uqMaX5g|McDonald's,1.0,1.0,1.0,0.0,,,0.0,1.0,0.0
WhYhS7-y7goFYulAKnnAbg|Short North Gallery Hop,1.0,1.0,,0.0,,,,,
ngwaJZlxXvbSQ2UUHvIvkw|Lawsheas Southern Fish & Ribs,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
zCmvXOpPofRMyjTWIDLlYA|L Ginger,,,,0.0,,,,,0.0
IjEsPPzOzJaVEO009tsceg|Starbucks,,,1.0,,,,,,
uQSSSe6sRSSRxhcR0TdP5A|JT's Pizza & Pub,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
KQmUpmyijzNlS8Lps5zD0A|Hibachi Express,,,,0.0,,,0.0,0.0,1.0
3oedx6gjY9GPZwtJzt_68A|Piada Italian Street Food,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
Y3SLXHKrI3iniCd1kUsvCA|Amul India Restaurant,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
YsvXbkuz8VJG1PBowuY2FQ|Plum Run Winery,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0
mRJo3Rs1TjdoZN15P56q-w|Boscoe's,,1.0,1.0,0.0,1.0,,,,0.0
_4Qz5CC5FkDx5lsqkr0SvQ|Jimmy John's,1.0,0.0,0.0,0.0,,,,,
M8dVJHKonODgSqh6Eod6rg|Jimmy John's,1.0,1.0,0.0,0.0,0.0,,,,
p0ze-G9Z_JJ6r6M4AzA8RQ|Cottage Inn Pizza,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
bIDuh--q_l7gLOZz5vqxLg|Nike Sports Lounge,,1.0,1.0,0.0,1.0,,,,
CcL4Nkn9725HqZgllRjgag|Lovell's Tavern,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0
bQhebB_tYHfFX2gRtd7fCg|Arbys,1.0,1.0,,0.0,,,,,
AScoRXoWMVPhGmnmq39Njg|N.E. Chinese Restaurant,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,1.0
_HjZriFG3yxn6W2wbjjuOg|Super Seafood Buffet,1.0,1.0,0.0,0.0,0.0,,,,0.0
glExFUtG56Kkkz6BiVfyug|Dos Hermanos Taco Truck,1.0,1.0,0.0,0.0,0.0,,,,0.0
ISKKywD0wZeoXyOLf5CU1w|Taco Bell,1.0,,,0.0,,,,,0.0
cN3Q6OYQpXLbrb8Jd7s5BQ|Acutabove Schnitzel and More,,,,0.0,0.0,,,,
143NEW78kBoKdpPK8UsWag|Basi Italia,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0
OpVxnzU0O5psggp5QHqwAA|Wolfgang Puck Express,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
YtnwkZKyVYm3HUo49kShTA|Sunny Street Cafe,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
c8sMtCvdrO5pZiGWO3tqZQ|Domino's Pizza,1.0,1.0,0.0,0.0,0.0,,,,1.0
_7EcAl2OPXNm7UynPUJfoQ|El Vaquero,1.0,1.0,,,,,,,
IvqR-rN4rrhcUSnmTtX9eA|Leap-N-Lizard's,,1.0,0.0,0.0,1.0,,,,0.0
WH5EWSO0p0qKANcRDaTR9g|Domino's Pizza,1.0,1.0,,1.0,,,,,
CDDlyrJPbV-ZB4lmUuZAiw|Texas Roadhouse,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0
UbDlV4Roe-jJzd7lX09RUQ|Moretti's of Arlington,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0
WL_xDFq7VJJghRoBhRpyuQ|The Cheesecake Factory,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0
pJFsb1R5ZybfZ1oaD1e6JA|Shanghai Lily,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
SZiJNGijxR7rTp2d6OTqBA|Huong Vietnamese Restaurant,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
0aPJJ3gUaSyBvJaRZp3TwQ|Burger King,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0
8qzCmbO-xCtnDAOBDhW-LA|Pompeii's Inferno,1.0,1.0,1.0,0.0,,0.0,,,
eHzPNlD-Z_BbzeL8zol5Vw|McDonald's,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0
IYYdAJX78TUaKKx9nCuVxQ|Fisher's Restaurant,1.0,1.0,0.0,0.0,0.0,,,,2.0
Sh2FAKAoAoaASXwJDxAA_A|Dimsum Luck,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,
6Po-H6z_RIChd31MGWdeyQ|The 1126 Restaurant,0.0,1.0,,1.0,1.0,1.0,1.0,,3.0
x63bZAfTZlSILUn0Olbxhg|Arby's,,,,,,,0.0,0.0,0.0
GlyUKhMn0oK7OmgccL-76Q|Starbucks,,,0.0,,,,,,
UxGDDmQ5_Rca6wVfM1fl-A|The Draft Room,,1.0,,0.0,1.0,,,,3.0
dkRf9k3dOmnoPJN3-6mqVQ|Taco Bell,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
kuWr8O92pw7yLQTZZ-CK2A|Outback Steakhouse,1.0,1.0,0.0,1.0,1.0,,1.0,,
IDlvMzb_9Prxzz2LK0Ww1Q|Adobe Gilas,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0
UV6EyUNxavm8cwhtQy0UVw|Swensons Drive-In,,0.0,0.0,0.0,0.0,,,,
kk5Ah-EGaJTDZwMZl4vshg|Captain D's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FtMCgnjVWATuYEWlIXyAyg|Popeyes Louisiana Kitchen,1.0,1.0,1.0,0.0,0.0,0.0,,,
5d-Qi-wl8omCdXWQe-N-wQ|Fracasso's Village Pizza,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
o1DfFsn-jjvAfzR0xpkI5w|El Vaquero Mexican Restaurant,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Xb0VJtN8ldxBSrgmEinHIA|Taco Bell,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
VLANIWOpYfiohZgzXdc3gw|Hot Head Burritos,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
YecqqDbk62GQ12vEQ2GjYQ|Taco Bell,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0
dTzq2ImNcqEk45pA-1thgw|Houlihan's,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
ACcxaRBYNHQR8dwYt8BpKA|Lemon Grass Fusion Bistro,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,2.0
qfLr9uU6Yf9UfGvZczujFw|Penn Station East Coast Subs,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0
YdWR8TQevwdOflowYa15rg|Empanadas and More,,,0.0,,0.0,0.0,,,
MGI_u1CZ6e4GUdqesRydig|Pins Mechanical Company,0.0,1.0,1.0,1.0,1.0,,,,1.0
WpaeNPUHjGuw3ENflrQ6GQ|Columbus Axe Throwing,0.0,,,,,,,,
szSYUbjufOKMfOx_WYwgWA|Chi Thai,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,2.0
dE8TiYaHuYFSDbX9B89c8A|Old Town Tavern,,,,0.0,,,,,0.0
HfTfTRgaS1o2yAy2R0hjmw|Beer Barrel Pizza and Grill,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,
3iH7J9CuJaQ7bcx-Lyw8_A|Ying's Teahouse & Yum-Yum,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
jcnrkaitHgfjKfuKgRIiBw|Pizza Hut,,,0.0,0.0,,,,,
W035xzzdiKN8npSCjqLEBw|Taco Bell,1.0,1.0,,0.0,,,,,
7F6HnyCcXvYVQJ7X4ZMBaw|Subway,0.0,0.0,,0.0,,,,,
VKHqS4Ecug3fwAt7wxwTzw|White Castle,1.0,,,,,,,,0.0
P6w0pfRN-pR2ty5iB3H4FQ|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,,,1.0
It5yi53TekZeaFZaG9HUtA|Buffalo Wild Wings,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
OODadwHfqrUk0WAs07JBkg|Lindey's,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
YMeDThQDql3RigmYX4YgMw|Skyline Chili,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
L0TKa4p5EDKECDdoZaNpew|Mother Clucker's Chicken,1.0,1.0,0.0,0.0,0.0,,,,0.0
fNHHvAxlCJKK-4L7i7gSGw|Tommy's Pizza,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
mdr4E1u3O2j_OowjhVWBfA|Joy To Go,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
rkLpr3V-PxOA0iboEdnixw|Sicilia Fine Italian Specialties,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,
Mow1xZpTxWFEyq7ngY0iQg|Northstar Café,1.0,1.0,1.0,0.0,1.0,,,1.0,3.0
KUBFgsfCeTCW_TS163SDOA|Stadium,,,,,,,,,2.0
6X6NQvb45dU5sPBbn8Mpfg|Pocket Bar,,,1.0,,1.0,,,,2.0
qNnxQMluE0YaG1B7WMCAow|The Lox,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4vMRzvnNiM-bVPFawWxKUQ|Hudson 29 Columbus - Upper Arlington,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
GS5huQ-FRAHSMIji6kBuTQ|Bob Evans,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0
7VXdY42eYtoLyVCEXMMe9Q|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
XNXWqxy_XxNDB7d20MVDEA|Noodles & Company,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0
377bcpI-gni4hJrLpewVJg|Duck Donuts,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0
u0UcDdBrE8sL8OsT__1nYw|Pizza Hut,1.0,1.0,0.0,0.0,,,,,0.0
PYljqfDbjtiY3qkAepyhXg|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2OdbTzDG1Xng2ZEZOto11Q|Rusty Bucket Restaurant & Tavern,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
pfAhZeQf-TqxqG5DxLfhsg|Eddie Merlot's - Columbus,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
khcz0pzfTb4ZuHkso9S0-A|Taco Bell,,,,,,,0.0,0.0,
VZKYJmrk8lEplFShYMFCHA|The Garden Bar,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hJc_8PAWL5g7xFzRLyI3PQ|New Fortune China,1.0,0.0,0.0,0.0,0.0,,,,0.0
2qwtLyomP0QHusZvDYMvEw|Hot Chicken Takeover,1.0,1.0,1.0,0.0,0.0,0.0,,1.0,3.0
oTOv4qvLQdixgaSmNDaA7Q|5 Stars,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
igF5GoTZuvyol6idk5Tyug|Peace Love and Little Donuts,,,,,,,,,0.0
Ybk4rK9f8_dqHng72tpxEw|Byrne's Pub,,1.0,1.0,0.0,1.0,,,,1.0
XuiWhl3s3m-a2P_7mX9k2Q|Burger King,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lP7tx5sKLQi8lxv4ixa_bQ|Subway,1.0,1.0,0.0,0.0,0.0,,,,
c6CV0ALCOiEbUnM979CvBg|Mellow Mushroom - New Albany,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ZNg54UUskWMsn1C6je1XqA|Eat Greek Express,,,,,,,0.0,0.0,0.0
QFlLW3L-glHYEt-xp1Ne7Q|Smith's Deli & Restaurant,1.0,1.0,1.0,0.0,1.0,,,,1.0
ics7KNkPz0_3iHVuNQ2nXw|Atlas Tavern,,1.0,1.0,0.0,1.0,,,,2.0
xdwhYSl4TC5-BpjjZU-eEQ|Subway,1.0,,,0.0,,,,,0.0
R1sIqGfKpF5f3HV3vyNsbg|The Eagle,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
GitHsRoNd4UOmETSA9zalg|Rice Kitchen,1.0,1.0,0.0,0.0,,,0.0,0.0,
h9yZej-U9PQGvJPiKBv7WQ|Ray Ray's Hog Pit,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
0Lwb1fZghRJgUHJ0U-VBHw|Giant Eagle Market District,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0
v-dThVhNjdaPeqs3dU8-eQ|Jersey Mike's Subs,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
9MVVYB_hLxSwTWQPlWL5uQ|Grandma's Pizza & Pasta,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
7WG39aUdaLdGv06MSrNtEg|Wendy's,1.0,1.0,0.0,0.0,,,,,0.0
X0h0DcJtJ9LjfZYnfBgwuQ|Applebee's Grill + Bar,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
zlskpA7Pdrn9HLjgBzHZZw|Bob Evans,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
uT3Or2HOB5oi7xNVRnPvBg|Los Guachos Taqueria,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
FSqryLOEA7M5sdtXlb7Ggg|Market Stand Cafe,0.0,1.0,0.0,0.0,1.0,,,,0.0
fqvny-hUy16ShDpHltFJqA|Final Cut Steak & Seafood,0.0,1.0,0.0,1.0,1.0,,1.0,,
LRYPakb_X3u8ACIOsCuwEA|Buffalo Wings & Rings - Lewis Center,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
sN6TavdhJTiRMHpnP8Me1g|Dairy Queen,,,1.0,,,,0.0,0.0,0.0
HlB6kVtJwVjZGKrBmULk0A|Tiger + Lily,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
U2Lh0QBb4sVImb_IRJK5YQ|Ledo's Tavern,,1.0,1.0,0.0,1.0,,,,1.0
UUqtaQX8isY8uOSf9_4W3w|MOD Pizza,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
ROscfb9ihit63xCm7WBziw|Ichiban,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
o5QZq6ekkaer9Z8E3q__1g|Delaney's Diner,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,1.0
PhMjGMSWO8ySeCd19wWsKA|McDonald's,,,,,,,0.0,0.0,0.0
3C2BCAhdAJMaA51gUfFU_g|Bella's Pizza,1.0,1.0,,0.0,,,,,0.0
CsDrcMAK-OKWeBnOnCOFhw|Mi Sombrero,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,1.0
Kq3HsfXUHcITz9HaPXHzzQ|Columbus Square Bowling Palace,1.0,,,,,,,,
au4ZVPV_Au8fvg-Alb0fYQ|El Vaquero Mexican Restaurant,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Ji2rC8VHvKk_IcoRv6LrhQ|Texas de Brazil,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
KqJzi2NBS6W3pJWW4RfAZA|Jet's Pizza,,,,,,,,,0.0
HYYekvFbdCCYRdpFoZDjHw|B & K Smoke House,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
5PqzWrhQN_rZ3o_iD0qVlQ|Gionino's Pizzeria,,,,0.0,,,,,0.0
k7VuAp0zAgoIKid1YNTrBA|Buckeye Pho,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ZduM1r3QuddriOrjkrCN1w|Moe's Southwest Grill,1.0,1.0,0.0,0.0,1.0,,,,0.0
DLOizZaNqS2av59Bp1_glw|Possum Holler Pizza,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0
xtmPD40DDTXJ_SwCS63Gnw|Arby's,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0
v3QFd70_4_sEjbbs-MG6lA|Jersey Mike's Subs,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0
Fig0ZXLV3tcPRMPaCe-pbA|Short North Goody Boy,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
97i0dniiD6TYMSyKgV0DBg|Pat and Gracie's,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
8KRmH_cli3VMuPZAkV0Tyg|Rooster's,1.0,1.0,,0.0,1.0,1.0,1.0,,
Wnjtj17CbAYwOmrMmRq3IQ|Harrison's On Kenny,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
-nyC4Wxwt03db8q74YpS3A|Bob Evans,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
pIZRnu11uWLnkhQm0HPt-g|Starbucks,,,1.0,,,,,,
jOqoW6SRYt4aBYxGWqxiHg|Redlands Grill by J. Alexander's,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Pq_2J_V3A5q7ORSMAxAxlw|Tim Hortons,1.0,,1.0,0.0,0.0,,,,0.0
xKd2mOFS9Fxs5j9enaqWTg|Tim Horton's,1.0,1.0,1.0,0.0,0.0,,,,0.0
fGpFZpUFb8HL_jeHHv6Bog|Canton Chinese Restaurant,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
h6j9JRMi7_hk4Wma1saC-A|The Shrunken Head,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,3.0
8Ux5RH2Vw8p9b5MZG1I0qg|The Boat House Restaurant & Events,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0
KYEYHsJ-73m1-mqInd_6-w|Tim Hortons,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
vF2WEibwWew9qsZi4sKnew|Leipzig Haus,,1.0,1.0,0.0,1.0,,,,
RydXD0czdJj6pBv_OrDbAg|Chipotle Mexican Grill,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
I6_8zMabD26wKVEwpcFFUA|Route 62 Barbeque,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
U2iFfHozvY0EVubu2tshPg|Jets Pizza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
_s-yFBX4aFltQexAV2dRYg|Mama Linda's Pizzeria,1.0,1.0,0.0,0.0,0.0,,,,0.0
xAhflenOAPnysj_c9Rjrkg|Local Roots,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
K_nWVOniV91I2TOwT7x_Yg|Rita's Italian Ice,1.0,,,,,,,,
nM_9krmu73UQzBs-VsTFCA|The Elevator Brewery and Draught Haus,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
jEbN86zWjt43xzBQv-BJfA|16-Bit Bar+Arcade,0.0,1.0,1.0,,1.0,,,,1.0
_QEJgq3HIC5g0Rnk99RipQ|Portia's Cafe,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
7g_gmU3uW1Iqf2mwMrphUg|LaRosa's Pizza - Dublin,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6BkTERc6dXeb4A9ShcFozQ|Mr Sushi,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,
fKsTyefd3O0SCBaR2YgsWg|Charleys Philly Steak,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
i2Nm9fulrlPmPfkHgBRtsw|Jersey Mike's Subs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
C-RRtvoAhO4RK-eN-F7nnQ|Grove City Brewing Company,1.0,,1.0,,1.0,1.0,0.0,0.0,0.0
RVy5n9dcXwbGljqjzGuGiw|Great Asian Restaurant,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
61hioERYH6BoaTPkyDgaFQ|Zaftig Brew Pub,,,1.0,0.0,1.0,1.0,,,
Po04RrxsZXBEH5hlXStA5w|Satori Ramen Bar,,,1.0,0.0,0.0,0.0,,1.0,1.0
HZEH4yGeM8tl7pVtTtomIA|Burger King,1.0,0.0,,0.0,0.0,0.0,,,0.0
KlG2PyWmGVwSeWY3QVv6eg|Mr. Grill Tacos,1.0,1.0,1.0,0.0,,,,,0.0
8-rZLjRAFSfS1R4fdkbbcQ|Roop Brothers Bar,0.0,1.0,,0.0,1.0,,,,0.0
giinQNLtZNFGiRx7W5Z4kw|Arby's,1.0,1.0,0.0,0.0,,,,,
N-C0-XD3Ytng9iYUiApzuw|La Poblanita,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LfcipYcBlcEAnGP4Pr4Srw|Water's Edge Sports Grill,1.0,1.0,1.0,1.0,1.0,,,,0.0
4x_kTAJ-FdbAE0VMuyvBWg|Panera Bread,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
lupGlaQWB1NvbAyhw-SPCQ|Loving Hut,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
t-uC9S0gqrpcC1pb2r0kLw|Saigon Asian Bistro,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
cQWTJIx9XjLu_X68E4KZLQ|Bubbles The Tea and Juice Company,,,0.0,,,,,,
u4C-9uYGK47EvB8dLws9Fw|Panini Opa,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0
stg4ajmnRKJk7ar1Ir2iYw|Taco Bell,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
y49cVSBRuRbqLPS6uadnAw|BJ's Restaurant & Brewhouse,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
r_Pyx46aC_ZYwjbu2yYneg|Pecan Penny's,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
HmAwiL5UplKEJqkuOGm9Zw|Peking House,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
0rJ8tiSynIpVUa6I8Fn3Iw|Thai 2 Go,,,0.0,0.0,0.0,0.0,,,
B0DlQvM1aPjK7FkNZS3XBg|Pipes & Pleasures,,,1.0,,0.0,,,,
wyPf5MrjVux-ooN0HCVGiQ|Brothers Bar & Grill,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,3.0
P1FiLKZDxaRQ021jA-SEVA|Short North Bagel Deli,,,,,0.0,,,,
T2Tuxv-Cr2GZT4OL1fhExg|Starbucks,,,1.0,,,,,,
BpndS-l_T2YmqTousH7hYQ|Pizza Hut,1.0,1.0,0.0,0.0,,,,,0.0
FDX4Sze0gqZ9UqOGZIHuAw|Sexton's Pizza,1.0,1.0,,,,,0.0,0.0,0.0
itSN2u8aMYl9ghC0NGqCLQ|The Cheesecake Factory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SWxAAG6qY8i9Rgpi-5U_4A|Zero's Pizza,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
9NDT7n-HNtrjeqanpKjddA|Wendy's,,,,0.0,0.0,,,,
OzBOS_D0419p_VFVuGZmdg|Coffee Connections of Gateway,,,1.0,,,,,,
gTeP4G4RmU4lC-aJfYdNSg|Son Of Thurman,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
woobkwxMjFaZL1sFEggirA|BIBIBOP Asian Grill,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
6BksZ5pB5O63z41zJOc4WA|Thirsty Turtle,,1.0,1.0,0.0,,,,,2.0
j5N-KTF-I42jQzTfEZRYWg|Cambria Hotel Columbus - Polaris,,1.0,1.0,,1.0,,,,0.0
NRBmrtm-k-8rNAxY0HWmjg|W.g. Grinders,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0
RoOtGXMwxmaoJ-c_nKRQ6Q|Simply Rolled Ice Cream,1.0,,,,,,,,
XQYhfP3jRXYvSAx_gKymsQ|Tee Jaye's Country Place,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0
G0hhoPM7ahmYnpr4t4Caew|Sequoia Pro Bowl,1.0,1.0,1.0,,1.0,,,,0.0
_Q05nF7iFUmiViLI0dxmww|Ange's Pizza,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
GpX8xdV7whvJy7uZoUKjlQ|The Hills Market,1.0,,,,,,,,
g0f6KutdZ60XLB1nwpz88w|Lalibela Restaurant and Bar,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4pWRoEyUEiLntBTph8IYjg|Cream & Sugar,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FIMa4zJ0Z_TVd8vDZPZ1xw|White Castle,1.0,1.0,0.0,0.0,,,,,0.0
R9VtUb3WIfKLsrcNR7_ceg|Waffle House,1.0,1.0,0.0,0.0,0.0,,,,0.0
8IrthZhfOrc1YA-yGyFldA|Golden China Express,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,
A73Pr5ddFGNVlk-TDjuErA|Pizza Hut,1.0,1.0,0.0,0.0,0.0,,,,1.0
rC3ySObTYbJILtFgMU9xJA|Coffee Connections of Hilliard,1.0,,1.0,,,,,,
wT2QBjzxFAwswUGgGG66Ug|Taco Nazo,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,0.0
